City,Date,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene
Visakhapatnam,23-04-2019,10.22,26.87,22.6,0.61,3.32,17.99,1.7,3.72,0.66
Visakhapatnam,24-04-2019,13.66,22.74,23.2,0.6,2.76,8.57,1.87,4.71,0.56
Visakhapatnam,25-04-2019,14.93,23.73,24.76,0.88,3.31,8.22,2.18,4.54,0.9
Visakhapatnam,26-04-2019,12.73,27.19,24.81,0.79,2.88,11.15,2.46,3.92,0.86
Visakhapatnam,27-04-2019,12.22,23.62,22.35,1.01,2.41,9.02,1.9,4.55,0.73
Visakhapatnam,28-04-2019,16.81,19.16,23.85,0.83,3.27,8.65,2.88,3.22,0.61
Visakhapatnam,29-04-2019,14.16,15.71,19.87,0.61,5.58,7.06,1.89,3.17,0.58
Visakhapatnam,30-04-2019,8.44,15.86,15.3,0.61,5.1,10.51,1.08,2.73,0.32
Visakhapatnam,01-05-2019,4.75,18.79,13.85,0.58,5.3,10.63,1.14,3.53,0.38
Visakhapatnam,02-05-2019,9.33,35.9,26.68,0.57,6.22,5.82,1.88,4.35,0.91
Visakhapatnam,03-05-2019,10.9,49.52,35.21,1.16,4.15,25.37,5.16,10.52,2.33
Visakhapatnam,04-05-2019,4.74,32.12,20.93,0.86,2.49,36.58,2.56,4.47,0.95
Visakhapatnam,05-05-2019,6.93,42.18,28.07,0.95,3.66,32.99,3.03,3.88,0.66
Visakhapatnam,06-05-2019,7.84,31.58,23.17,0.9,3.34,26.11,2.39,4.32,0.66
Visakhapatnam,07-05-2019,11.34,35.5,28.1,0.85,3.37,15.57,2.01,3.2,0.55
Visakhapatnam,08-05-2019,6.11,22.26,16.8,0.64,2.01,23.67,2.06,2.71,0.42
Visakhapatnam,09-05-2019,8.18,26.94,20.98,1.16,4.41,33.61,3.34,5.08,0.94
Visakhapatnam,10-05-2019,4.67,18.5,13.62,0.81,3.73,36.53,2.85,4.14,0.74
Visakhapatnam,11-05-2019,5.63,11.09,10.49,0.87,3.19,25.23,2.72,4.09,0.79
Visakhapatnam,12-05-2019,4.91,10.19,9.26,0.71,3.32,24.45,2.42,3.59,0.61
Visakhapatnam,13-05-2019,7.54,11.43,12.19,0.98,2.82,17.65,2.92,4.07,0.73
Visakhapatnam,14-05-2019,5.88,10.67,10.43,0.69,2.64,19.63,2.03,4.12,0.68
Visakhapatnam,15-05-2019,5.28,4.13,6.02,0.9,7.43,23.34,1.98,3.35,0.59
Visakhapatnam,16-05-2019,10.51,19.75,18.92,0.84,9.12,15.88,2.87,5.45,0.72
Visakhapatnam,17-05-2019,10.53,40.82,30.27,0.97,7.74,16.0,2.45,5.64,1.13
Visakhapatnam,18-05-2019,13.36,42.51,33.59,0.96,6.94,14.09,2.52,4.46,0.95
Visakhapatnam,19-05-2019,11.59,38.62,29.97,0.68,25.27,11.39,2.07,3.34,0.86
Visakhapatnam,20-05-2019,12.45,28.85,25.47,0.83,12.95,14.09,2.63,4.29,1.11
Visakhapatnam,21-05-2019,11.57,32.0,26.43,0.79,9.84,11.98,2.28,3.52,0.8
Visakhapatnam,22-05-2019,14.11,32.44,28.73,0.67,13.58,11.28,1.49,2.2,0.46
Visakhapatnam,23-05-2019,10.78,28.5,23.92,0.73,10.67,10.02,1.69,2.06,0.45
Visakhapatnam,24-05-2019,9.9,29.1,23.53,0.77,11.11,13.22,1.88,2.5,0.54
Visakhapatnam,25-05-2019,9.88,31.19,24.62,0.82,7.83,17.42,1.63,2.05,0.4
Visakhapatnam,26-05-2019,5.22,33.59,22.11,0.75,7.1,26.98,1.94,1.84,0.39
Visakhapatnam,27-05-2019,7.55,34.42,24.46,0.79,6.71,32.66,2.08,2.7,0.63
Visakhapatnam,28-05-2019,12.21,51.29,37.33,1.06,18.0,29.81,3.99,6.75,1.6
Visakhapatnam,30-05-2019,6.99,42.39,28.22,0.8,17.44,23.55,3.83,6.86,2.63
Visakhapatnam,31-05-2019,6.56,31.49,22.21,0.77,4.73,24.16,3.35,6.07,1.77
Visakhapatnam,01-06-2019,7.38,29.3,21.59,0.76,6.79,30.85,4.59,8.09,2.53
Visakhapatnam,02-06-2019,6.03,33.15,22.59,0.79,7.03,26.69,4.12,5.68,1.49
Visakhapatnam,03-06-2019,17.14,44.6,37.79,0.9,6.22,19.75,4.76,10.42,4.77
Visakhapatnam,04-06-2019,18.3,50.29,41.75,0.86,9.46,16.86,5.72,17.77,4.03
Visakhapatnam,05-06-2019,5.74,31.49,21.31,0.85,7.79,25.76,4.88,6.84,2.2
Visakhapatnam,06-06-2019,8.69,35.15,25.77,0.84,8.96,22.76,5.45,9.33,3.73
Visakhapatnam,07-06-2019,8.4,35.69,25.79,0.85,13.73,18.08,6.15,8.71,2.81
Visakhapatnam,08-06-2019,6.51,32.28,22.46,0.74,11.74,18.21,5.39,7.21,2.16
Visakhapatnam,09-06-2019,6.45,46.77,30.12,0.9,14.09,31.21,5.53,10.18,2.8
Visakhapatnam,10-06-2019,5.79,51.94,32.33,0.82,15.56,40.04,6.59,14.42,3.39
Visakhapatnam,11-06-2019,8.34,49.11,32.91,0.74,14.49,24.99,5.61,13.34,3.17
Visakhapatnam,12-06-2019,8.97,51.42,34.76,0.86,23.45,21.92,7.58,11.37,3.8
Visakhapatnam,13-06-2019,5.57,43.7,27.77,0.75,12.47,35.08,4.56,10.61,2.75
Visakhapatnam,14-06-2019,10.88,54.95,38.2,0.97,18.97,21.48,7.25,15.75,3.93
Visakhapatnam,15-06-2019,7.87,46.38,31.2,0.76,21.26,24.49,5.66,10.97,3.21
Visakhapatnam,16-06-2019,11.35,40.83,30.06,0.69,21.41,19.68,3.92,9.24,1.68
Visakhapatnam,17-06-2019,12.51,53.01,38.49,0.78,9.52,17.89,6.24,22.56,4.13
Visakhapatnam,18-06-2019,8.07,45.39,30.84,0.84,18.11,25.52,5.4,11.08,2.74
Visakhapatnam,20-06-2019,9.24,38.69,28.1,0.89,6.32,17.01,5.81,12.49,3.62
Visakhapatnam,21-06-2019,11.94,41.36,31.71,0.82,9.01,21.5,5.3,14.08,4.74
Visakhapatnam,23-06-2019,7.26,37.97,26.09,0.73,8.51,25.95,6.12,16.7,3.2
Visakhapatnam,24-06-2019,5.17,28.75,19.5,0.68,8.96,24.19,4.23,13.81,1.78
Visakhapatnam,25-06-2019,7.14,26.62,19.97,0.64,7.11,11.66,3.77,7.76,1.73
Visakhapatnam,26-06-2019,7.75,27.46,20.91,0.79,8.36,16.2,3.88,9.33,2.31
Visakhapatnam,27-06-2019,7.6,47.96,31.68,0.81,13.28,19.68,5.36,11.1,3.0
Visakhapatnam,28-06-2019,9.54,50.51,34.62,0.87,14.79,17.03,7.6,20.77,4.73
Visakhapatnam,29-06-2019,12.85,42.21,32.9,0.8,14.17,9.36,5.24,14.78,4.15
Visakhapatnam,30-06-2019,8.26,39.65,27.81,0.63,14.86,11.36,5.79,21.77,2.66
Visakhapatnam,02-07-2019,14.88,50.5,38.96,0.66,9.93,6.8,5.5,15.59,4.32
Visakhapatnam,03-07-2019,10.19,43.53,31.44,1.02,14.2,10.3,7.05,12.82,4.3
Visakhapatnam,04-07-2019,11.72,40.73,31.2,0.68,14.65,11.12,6.83,11.15,3.61
Visakhapatnam,05-07-2019,13.64,41.48,33.15,0.61,14.04,6.21,5.4,11.03,3.88
Visakhapatnam,06-07-2019,17.5,39.32,35.15,0.7,10.14,5.42,5.97,15.23,4.13
Visakhapatnam,08-07-2019,10.06,35.87,27.26,0.59,23.57,7.95,3.32,6.01,1.49
Visakhapatnam,10-07-2019,11.42,40.55,30.85,0.83,9.07,9.17,4.87,9.05,3.33
Visakhapatnam,11-07-2019,10.77,34.25,26.97,0.63,7.67,9.32,4.2,7.9,2.76
Visakhapatnam,12-07-2019,8.9,34.46,25.57,0.5,7.07,11.47,4.08,7.44,2.73
Visakhapatnam,13-07-2019,11.76,41.25,31.5,0.52,6.76,10.65,5.13,11.37,4.14
Visakhapatnam,14-07-2019,11.2,41.79,31.34,0.37,6.88,4.38,4.2,9.27,1.79
Visakhapatnam,15-07-2019,6.74,36.97,25.14,0.76,6.45,19.04,5.34,12.88,3.75
Visakhapatnam,16-07-2019,16.51,49.44,39.72,0.95,5.05,13.19,8.1,20.31,3.74
Visakhapatnam,18-07-2019,7.75,33.3,24.01,0.63,12.61,25.08,5.28,13.23,3.08
Visakhapatnam,20-07-2019,5.19,24.07,17.02,0.57,11.45,20.48,4.46,7.92,1.44
Visakhapatnam,21-07-2019,2.79,12.57,8.96,0.44,14.75,24.05,1.91,6.87,0.72
Visakhapatnam,22-07-2019,3.46,13.26,9.86,0.39,14.46,18.31,2.03,4.23,1.04
Visakhapatnam,23-07-2019,9.48,17.67,17.1,0.49,15.32,9.97,3.01,7.32,1.65
Visakhapatnam,24-07-2019,11.47,35.69,28.3,0.89,15.27,12.02,5.05,16.02,2.96
Visakhapatnam,25-07-2019,9.2,35.82,26.53,1.05,5.87,16.25,4.26,10.06,3.47
Visakhapatnam,26-07-2019,22.44,40.12,39.59,0.67,13.09,7.5,5.41,17.78,4.17
Visakhapatnam,27-07-2019,21.73,40.79,39.36,0.7,12.45,4.78,5.29,16.02,4.46
Visakhapatnam,28-07-2019,22.79,39.75,39.68,0.75,15.04,3.57,4.77,11.66,3.55
Visakhapatnam,29-07-2019,18.77,38.05,35.49,0.93,10.33,4.97,4.66,11.24,4.59
Visakhapatnam,30-07-2019,13.3,36.98,30.48,0.76,14.9,8.75,5.11,11.05,3.11
Visakhapatnam,31-07-2019,14.67,43.05,34.83,0.98,9.68,7.18,6.07,11.7,3.55
Visakhapatnam,01-08-2019,13.03,34.39,28.89,0.88,10.89,6.41,4.4,9.58,3.09
Visakhapatnam,02-08-2019,17.24,32.18,31.13,0.79,15.37,3.58,4.49,10.4,3.3
Visakhapatnam,04-08-2019,20.07,38.31,36.69,0.99,13.0,6.39,5.97,13.49,3.78
Visakhapatnam,09-08-2019,11.38,38.34,29.64,0.74,11.71,15.62,6.99,12.1,4.6
Visakhapatnam,11-08-2019,11.2,26.37,23.14,0.69,13.81,12.65,4.61,13.66,2.99
Visakhapatnam,14-08-2019,7.43,22.38,17.94,0.75,10.36,15.09,5.31,11.18,3.51
Visakhapatnam,15-08-2019,5.18,29.12,19.7,1.17,15.21,10.91,5.5,4.95,1.23
Visakhapatnam,18-08-2019,9.41,9.45,12.24,1.03,12.4,19.0,5.41,15.28,4.27
Visakhapatnam,21-08-2019,7.58,9.43,11.19,0.7,9.77,15.12,7.85,19.49,3.58
Visakhapatnam,25-08-2019,6.68,11.76,11.72,0.57,7.02,4.44,4.05,20.0,2.47
Visakhapatnam,27-08-2019,4.73,9.73,9.03,0.79,9.85,22.84,5.29,10.53,3.71
Visakhapatnam,28-08-2019,5.44,9.42,9.43,0.65,13.95,19.52,5.27,13.29,3.43
Visakhapatnam,07-09-2019,19.62,39.29,36.84,0.77,3.19,14.59,4.48,13.57,4.73
Visakhapatnam,08-09-2019,11.34,32.1,26.31,0.84,6.27,21.65,6.41,10.85,3.86
Visakhapatnam,09-09-2019,12.63,35.22,29.01,0.94,5.22,27.72,5.47,8.75,3.34
Visakhapatnam,12-09-2019,15.98,41.39,35.0,1.03,11.65,20.83,5.76,13.93,4.67
Visakhapatnam,14-09-2019,8.6,39.29,28.02,0.73,11.27,28.48,3.61,11.06,4.13
Visakhapatnam,15-09-2019,6.65,33.06,22.99,0.68,13.99,32.83,2.16,5.95,1.55
Visakhapatnam,16-09-2019,7.28,34.0,24.13,0.84,11.14,38.86,1.87,6.42,2.46
Visakhapatnam,18-09-2019,14.42,21.64,23.23,0.5,13.71,18.83,0.99,7.31,2.06
Visakhapatnam,19-09-2019,3.26,9.06,7.46,0.43,14.52,36.58,0.51,2.81,0.96
Visakhapatnam,20-09-2019,9.46,20.6,18.65,0.54,14.57,35.98,1.18,5.13,1.38
Visakhapatnam,21-09-2019,24.8,20.87,31.27,0.61,13.48,18.88,2.72,9.12,2.69
Visakhapatnam,22-09-2019,8.82,14.1,14.67,0.5,13.67,19.18,1.82,5.37,1.07
Visakhapatnam,23-09-2019,8.07,18.22,16.42,0.59,19.71,21.31,1.97,7.87,1.48
Visakhapatnam,24-09-2019,25.95,30.68,37.57,0.89,11.8,16.54,1.64,8.91,4.63
Visakhapatnam,25-09-2019,25.39,31.57,37.43,0.93,13.94,15.0,4.6,10.74,3.93
Visakhapatnam,28-09-2019,18.31,26.47,28.96,0.83,11.75,14.7,2.91,7.44,3.17
Visakhapatnam,29-09-2019,34.87,29.53,44.05,1.19,13.16,12.48,4.48,12.92,3.67
Visakhapatnam,30-09-2019,32.53,32.42,43.7,1.32,9.55,13.14,4.6,15.39,4.67
Visakhapatnam,01-10-2019,31.47,38.3,46.08,0.96,11.82,15.39,5.14,16.13,4.8
Visakhapatnam,09-10-2019,16.3,25.44,27.04,0.7,24.93,33.12,3.14,7.4,2.54
Visakhapatnam,11-10-2019,26.21,45.24,45.52,0.72,26.95,14.83,4.74,11.31,4.16
Visakhapatnam,12-10-2019,22.29,33.36,35.88,0.68,21.97,21.4,4.88,14.47,3.04
Visakhapatnam,13-10-2019,24.9,34.79,38.75,0.6,21.58,24.13,3.05,8.76,2.92
Visakhapatnam,15-10-2019,2.26,21.17,13.09,0.62,22.43,66.99,2.78,7.42,1.13
Visakhapatnam,16-10-2019,5.98,29.73,20.68,0.74,24.58,52.67,2.97,8.97,1.6
Visakhapatnam,17-10-2019,7.31,24.67,19.06,0.56,23.0,26.63,2.52,8.84,1.54
Visakhapatnam,18-10-2019,5.42,21.09,15.63,0.51,21.46,28.19,2.07,5.72,1.1
Visakhapatnam,21-10-2019,4.96,22.41,15.92,0.52,20.41,27.52,2.07,5.82,0.97
Visakhapatnam,22-10-2019,21.98,38.11,38.29,0.78,21.7,21.41,3.18,8.46,2.07
Visakhapatnam,23-10-2019,13.55,29.46,26.85,0.69,23.81,17.4,2.45,7.5,1.66
Visakhapatnam,24-10-2019,14.13,40.55,33.04,0.99,17.58,24.01,4.37,7.59,2.85
Visakhapatnam,25-10-2019,22.91,56.87,48.88,1.44,22.24,19.29,5.48,12.05,3.52
Visakhapatnam,26-10-2019,25.55,37.56,40.96,0.8,23.34,31.21,3.26,8.72,2.5
Visakhapatnam,27-10-2019,32.3,41.26,47.34,1.11,26.63,22.5,1.27,5.51,1.25
Visakhapatnam,28-10-2019,6.39,22.82,17.3,0.58,20.81,28.22,2.73,6.2,1.17
Visakhapatnam,29-10-2019,3.28,22.14,14.43,0.82,24.43,42.64,2.38,5.34,0.74
Visakhapatnam,30-10-2019,7.2,35.0,23.77,0.79,20.54,43.45,2.15,5.82,1.23
Visakhapatnam,31-10-2019,25.5,42.84,43.48,1.0,18.43,37.39,3.85,8.31,2.32
Visakhapatnam,01-11-2019,22.21,40.43,39.56,1.06,18.88,33.46,5.51,12.84,2.68
Visakhapatnam,02-11-2019,25.08,43.75,43.67,0.95,16.03,41.03,6.17,16.87,4.64
Visakhapatnam,03-11-2019,11.94,47.03,34.74,1.13,21.69,55.81,6.3,15.98,3.05
Visakhapatnam,04-11-2019,24.05,61.03,51.98,1.27,18.52,42.93,7.01,18.57,3.76
Visakhapatnam,05-11-2019,25.48,66.87,56.28,1.25,23.79,47.37,7.57,21.39,4.47
Visakhapatnam,06-11-2019,11.14,54.7,38.15,1.18,24.78,60.65,7.16,17.16,3.39
Visakhapatnam,09-11-2019,30.38,57.39,55.22,0.93,19.4,33.06,6.63,16.24,4.32
Visakhapatnam,10-11-2019,14.13,41.66,33.73,0.88,11.09,42.15,4.12,9.27,2.42
Visakhapatnam,11-11-2019,22.24,43.05,40.98,1.1,6.17,39.97,4.52,11.43,2.9
Visakhapatnam,12-11-2019,14.02,36.46,30.8,0.74,2.78,51.42,4.52,10.57,2.62
Visakhapatnam,13-11-2019,3.02,26.24,16.35,0.92,5.74,70.23,2.91,6.99,1.14
Visakhapatnam,15-11-2019,2.79,35.91,21.37,1.11,5.88,74.13,3.08,8.74,1.42
Visakhapatnam,17-11-2019,2.95,29.13,17.88,0.72,8.71,69.31,4.39,11.24,1.41
Visakhapatnam,18-11-2019,2.89,23.71,14.96,0.71,7.21,66.6,3.98,8.4,1.18
Visakhapatnam,28-11-2019,3.12,29.73,18.36,0.64,8.46,63.97,4.06,9.32,1.24
Visakhapatnam,29-11-2019,3.13,33.07,20.13,0.8,8.7,71.8,4.72,8.93,1.33
Visakhapatnam,30-11-2019,2.9,29.06,17.81,0.8,8.3,77.18,4.64,7.83,1.13
Visakhapatnam,07-12-2019,3.03,30.32,18.06,0.62,9.99,66.87,3.34,7.6,0.71
Visakhapatnam,08-12-2019,3.66,24.57,16.04,0.68,8.84,46.24,2.22,5.26,1.05
Visakhapatnam,09-12-2019,6.63,30.6,21.67,0.91,9.02,42.0,3.15,7.48,1.61
Visakhapatnam,10-12-2019,29.64,37.62,44.11,0.95,7.82,40.3,5.08,11.08,4.02
Visakhapatnam,11-12-2019,29.83,39.95,45.5,1.03,8.27,36.34,5.69,11.32,4.13
Visakhapatnam,12-12-2019,39.06,43.66,54.98,1.1,6.22,34.18,6.2,13.11,4.49
Visakhapatnam,13-12-2019,11.7,35.91,28.61,0.95,8.72,47.92,4.4,9.01,3.35
Visakhapatnam,14-12-2019,4.09,25.16,16.72,0.89,7.86,65.75,3.01,6.26,1.32
Visakhapatnam,15-12-2019,3.71,23.35,15.44,0.84,7.37,54.39,2.7,7.35,1.1
Visakhapatnam,16-12-2019,3.45,26.75,17.03,0.96,7.26,66.3,3.37,6.68,1.25
Visakhapatnam,17-12-2019,2.95,27.03,16.78,1.12,8.24,74.21,4.93,7.53,1.13
Visakhapatnam,19-12-2019,2.82,27.03,16.67,1.1,7.84,77.99,4.5,7.16,1.06
Visakhapatnam,21-12-2019,10.87,38.84,29.5,1.12,8.36,71.85,5.06,8.77,2.38
Visakhapatnam,24-12-2019,3.06,41.64,24.62,1.44,5.84,71.56,5.84,9.01,1.61
Visakhapatnam,25-12-2019,9.55,42.48,30.37,1.26,7.8,75.76,6.87,11.71,2.95
Visakhapatnam,26-12-2019,22.95,52.05,46.34,1.16,9.19,52.37,6.58,12.59,4.49
Visakhapatnam,27-12-2019,34.78,48.39,54.01,1.24,9.01,34.62,6.72,12.41,4.24
Visakhapatnam,28-12-2019,4.21,33.5,21.25,1.21,6.3,42.2,5.58,9.34,2.23
Visakhapatnam,29-12-2019,2.37,20.94,13.07,0.74,6.25,70.48,3.76,12.04,0.71
Visakhapatnam,30-12-2019,3.22,35.67,21.58,1.06,9.71,77.4,4.41,7.69,2.16
Visakhapatnam,31-12-2019,3.51,33.7,20.78,1.13,8.44,70.91,4.67,8.7,1.64
Visakhapatnam,01-01-2020,2.83,27.74,17.06,1.16,8.14,72.08,4.89,6.15,1.25
Visakhapatnam,02-01-2020,3.23,29.88,18.51,1.08,8.97,59.28,4.79,8.17,1.33
Visakhapatnam,03-01-2020,3.25,23.58,15.18,1.09,7.53,62.71,4.97,9.09,1.13
Visakhapatnam,04-01-2020,3.94,21.94,14.88,0.97,9.26,44.0,4.14,7.61,0.98
Visakhapatnam,05-01-2020,3.03,18.26,12.18,0.84,9.12,52.07,2.92,5.03,0.65
Visakhapatnam,06-01-2020,2.89,21.46,13.76,0.96,9.91,64.14,3.4,5.32,0.75
Visakhapatnam,07-01-2020,3.13,27.04,16.93,0.95,9.6,69.69,3.69,6.96,1.1
Visakhapatnam,08-01-2020,2.61,26.01,15.96,0.9,8.68,72.49,3.38,7.35,1.88
Visakhapatnam,10-01-2020,2.72,23.06,14.47,1.02,8.07,55.96,3.36,7.62,1.21
Visakhapatnam,11-01-2020,3.13,27.96,17.42,1.19,9.74,73.01,4.75,8.92,1.27
Visakhapatnam,13-01-2020,20.91,69.61,54.02,1.41,14.54,75.43,6.69,11.51,4.12
Visakhapatnam,15-01-2020,20.01,50.12,42.92,1.26,6.53,34.36,5.8,9.92,3.41
Visakhapatnam,16-01-2020,3.1,31.92,19.5,1.05,10.02,71.86,4.61,7.73,3.97
Visakhapatnam,17-01-2020,2.81,25.07,15.46,1.03,9.53,59.04,3.12,4.01,0.96
Visakhapatnam,18-01-2020,4.4,25.01,16.89,1.03,8.03,45.73,3.42,4.56,0.86
Visakhapatnam,19-01-2020,15.49,29.13,28.09,1.04,8.58,30.23,3.77,6.04,1.34
Visakhapatnam,20-01-2020,4.75,27.19,18.31,0.81,5.57,45.75,3.42,6.25,1.86
Visakhapatnam,21-01-2020,3.1,19.27,12.78,0.79,8.29,39.57,2.44,5.64,0.68
Visakhapatnam,22-01-2020,3.06,22.1,14.21,1.02,8.98,38.25,3.48,5.55,0.84
Visakhapatnam,23-01-2020,23.74,44.31,42.87,1.33,7.32,27.59,6.32,10.19,2.7
Visakhapatnam,24-01-2020,16.76,48.23,39.27,1.43,7.31,40.41,6.73,14.8,3.1
Visakhapatnam,25-01-2020,29.35,41.41,45.89,1.23,8.91,21.09,5.9,11.71,4.01
Visakhapatnam,27-01-2020,3.11,19.17,12.72,0.92,8.35,29.25,3.13,7.13,1.0
Visakhapatnam,28-01-2020,20.2,48.69,42.33,1.23,11.47,18.65,5.39,10.51,2.56
Visakhapatnam,29-01-2020,12.63,38.39,30.68,1.14,14.41,25.39,4.64,10.96,2.32
Visakhapatnam,30-01-2020,16.23,45.59,33.98,1.03,15.64,24.76,4.23,9.71,2.26
Visakhapatnam,31-01-2020,7.07,30.37,21.91,0.93,8.02,70.53,3.09,5.65,1.26
Visakhapatnam,01-02-2020,4.93,33.9,22.03,0.98,5.57,57.32,3.59,7.76,1.6
Visakhapatnam,02-02-2020,3.03,22.34,14.34,0.9,8.72,60.29,2.59,5.3,0.74
Visakhapatnam,03-02-2020,2.94,18.85,12.42,0.88,8.38,66.17,2.81,4.93,0.49
Visakhapatnam,04-02-2020,17.13,55.23,43.31,1.31,7.95,42.81,4.75,9.74,2.94
Visakhapatnam,05-02-2020,30.16,53.14,52.77,1.25,4.99,35.61,6.19,11.68,4.87
Visakhapatnam,06-02-2020,6.41,30.03,21.18,0.9,5.97,29.32,3.25,11.58,0.99
Visakhapatnam,07-02-2020,21.4,29.43,33.05,0.91,5.36,21.92,3.79,7.75,3.76
Visakhapatnam,08-02-2020,3.21,16.32,11.31,0.82,7.85,30.54,2.55,4.64,0.66
Visakhapatnam,09-02-2020,2.92,17.92,11.9,0.81,8.73,32.41,2.79,4.71,2.15
Visakhapatnam,10-02-2020,3.27,20.78,13.71,0.85,8.23,34.75,2.95,5.3,0.91
Visakhapatnam,11-02-2020,2.78,23.95,15.0,0.96,8.33,46.43,3.24,5.93,0.83
Visakhapatnam,12-02-2020,2.75,27.1,16.65,1.02,8.18,46.57,3.45,6.59,1.16
Visakhapatnam,14-02-2020,3.34,49.67,28.9,1.14,6.99,28.63,4.46,13.14,2.3
Visakhapatnam,15-02-2020,2.76,50.22,28.05,1.29,8.56,23.43,5.32,15.73,2.74
Visakhapatnam,16-02-2020,2.44,39.0,22.19,0.99,7.25,18.46,4.71,16.7,2.22
Visakhapatnam,17-02-2020,2.65,46.46,26.22,1.03,5.56,13.96,5.59,19.24,3.04
Visakhapatnam,18-02-2020,2.38,42.49,24.13,1.04,5.36,14.48,4.28,12.08,3.08
Visakhapatnam,19-02-2020,2.18,33.42,19.43,0.93,7.39,14.34,3.17,13.17,1.82
Visakhapatnam,20-02-2020,2.05,17.39,10.92,0.92,3.26,17.56,1.63,4.05,0.98
Visakhapatnam,21-02-2020,2.37,22.46,13.88,0.84,1.62,14.21,1.61,3.94,0.85
Visakhapatnam,22-02-2020,2.34,23.92,14.56,0.58,7.58,26.08,2.59,5.82,1.15
Visakhapatnam,23-02-2020,2.4,45.51,25.79,1.06,3.55,22.46,5.81,15.98,3.97
Visakhapatnam,24-02-2020,2.39,45.3,25.88,1.28,3.14,20.21,6.52,15.24,4.93
Visakhapatnam,25-02-2020,2.55,35.01,20.31,1.22,5.77,20.25,4.01,20.22,2.52
Visakhapatnam,26-02-2020,2.08,39.8,22.62,1.29,4.83,21.39,5.23,24.81,3.34
Visakhapatnam,27-02-2020,2.02,21.19,12.93,0.91,7.61,24.28,2.98,8.24,1.21
Visakhapatnam,28-02-2020,2.73,41.14,23.69,1.05,5.74,21.2,5.0,11.07,3.86
Visakhapatnam,29-02-2020,2.54,37.25,21.61,0.95,7.32,20.4,4.8,10.03,4.36
Visakhapatnam,01-03-2020,2.34,40.73,22.98,0.89,6.59,19.82,4.43,8.04,3.18
Visakhapatnam,02-03-2020,3.24,43.27,24.56,1.24,9.08,17.61,4.44,9.25,2.75
Visakhapatnam,03-03-2020,2.64,51.57,28.8,1.15,6.01,13.71,5.57,16.02,3.19
Visakhapatnam,04-03-2020,2.36,37.2,21.24,1.15,15.6,15.1,4.32,9.22,2.28
Visakhapatnam,05-03-2020,2.0,20.44,12.38,0.87,9.65,14.75,2.13,6.6,1.18
Visakhapatnam,06-03-2020,2.04,15.5,9.84,0.67,7.89,12.65,1.56,4.36,0.85
Visakhapatnam,07-03-2020,1.94,16.21,10.19,0.72,8.37,12.72,1.97,5.09,1.29
Visakhapatnam,08-03-2020,2.32,28.78,16.78,0.92,11.2,11.12,4.46,13.73,1.98
Visakhapatnam,09-03-2020,2.11,23.76,13.74,0.74,11.35,12.0,3.01,9.62,1.83
Visakhapatnam,10-03-2020,1.86,22.56,13.35,0.76,8.91,11.86,2.49,11.83,1.23
Visakhapatnam,11-03-2020,2.12,24.48,14.45,0.79,8.65,11.43,3.59,15.3,2.01
Visakhapatnam,12-03-2020,2.22,24.28,14.57,0.67,10.58,12.06,2.92,10.93,1.64
Visakhapatnam,13-03-2020,2.17,19.43,11.85,0.45,8.83,12.81,2.14,8.35,0.75
Visakhapatnam,14-03-2020,3.61,27.41,15.55,0.81,7.98,12.94,2.2,11.38,1.14
Visakhapatnam,15-03-2020,2.44,29.32,17.16,0.87,3.4,14.0,4.03,13.12,3.13
Visakhapatnam,16-03-2020,2.37,31.88,18.72,0.92,6.89,15.62,4.26,7.88,2.67
Visakhapatnam,17-03-2020,1.96,39.24,22.04,1.1,6.23,15.2,5.09,10.48,2.66
Visakhapatnam,18-03-2020,7.6,48.77,31.98,0.96,7.57,15.32,4.84,19.0,3.39
Visakhapatnam,21-03-2020,8.58,33.67,24.88,0.76,11.08,18.41,3.35,13.43,2.82
Visakhapatnam,22-03-2020,12.32,24.78,23.13,0.66,10.28,19.71,3.08,17.32,1.62
Visakhapatnam,23-03-2020,7.82,20.91,17.39,0.72,9.73,26.65,1.79,4.8,1.21
Visakhapatnam,24-03-2020,14.83,40.71,33.71,0.68,16.72,33.77,4.38,8.69,3.25
Visakhapatnam,25-03-2020,8.56,27.06,21.35,0.83,9.14,19.54,2.77,12.64,1.22
Visakhapatnam,26-03-2020,6.26,25.26,18.53,0.43,8.2,12.88,4.21,20.06,0.69
Visakhapatnam,27-03-2020,7.78,24.99,19.62,0.11,13.37,36.78,2.95,4.86,1.34
Visakhapatnam,28-03-2020,7.15,24.54,18.86,0.11,11.29,42.06,3.98,8.19,1.53
Visakhapatnam,29-03-2020,7.03,22.72,17.81,0.11,11.33,41.66,4.4,14.07,1.55
Visakhapatnam,30-03-2020,6.23,24.02,17.83,0.11,10.42,59.94,4.4,7.79,1.84
Visakhapatnam,31-03-2020,6.65,25.22,18.82,0.11,8.52,46.99,3.88,9.99,1.17
Visakhapatnam,01-04-2020,9.9,33.1,25.65,0.11,7.39,23.15,4.61,11.32,1.81
Visakhapatnam,02-04-2020,13.42,32.49,28.43,0.11,5.91,9.06,2.32,5.32,1.02
Visakhapatnam,03-04-2020,14.76,33.18,29.88,0.11,7.37,10.66,3.18,7.75,1.03
Visakhapatnam,04-04-2020,12.62,29.23,26.03,0.11,5.47,11.72,2.11,4.58,0.84
